adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,weighted_rating
False,353569,en,Table 19,eloise having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text decides to attend the wedding anyway  only to find herself seated with five fellowunwanted guests at the dreaded table ,2.7666,2017-03-03,Table 19,5.9,1010,2017,6.65281077970095
False,10972,en,Session 9,tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back,2.7035,2001-08-10,Session 9,6.14,1009,2001,6.6790081839091044
False,57431,en,The Sitter,noah is not your typical entertainthekidsnomatterhowboringitis kind of sitter hes reluctant to take a sitting gig hed rather well be doing anything else especially if it involves slacking when noah is watching the neighbors kid he gets a booty call from his girlfriend in the city to hook up with her noah takes to the streets but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord,3.5008,2011-12-09,The Sitter,5.588,1009,2011,6.618940887416287
False,8327,es,La montaña sagrada,the alchemist assembles together a group of people from all walks of life to represent the planets in the solar system the occult adepts intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to lotus island there they ascend the holy mountain to displace the immortal gods who secretly rule the universe,3.0408,1973-11-29,The Holy Mountain,7.5,1008,1973,6.82692748500537
False,573,en,Frenzy,london is terrorized by a vicious sex killer known as the necktie murderer following the brutal slaying of his exwife downonhisluck richard blaney is suspected by the police of being the killer he goes on the run determined to prove his innocence,5.289,1972-05-25,Frenzy,7.098,1008,1972,6.783221464339666
False,145247,sv,Hundraåringen som klev ut genom fönstret och försvann,after living a long and colorful life allan karlsson finds himself stuck in a nursing home on his th birthday he leaps out a window and begins an unexpected journey,1.6338,2013-12-25,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,6.82,1008,2013,6.752996902784777
False,329263,de,Fack ju Göhte 2,a rowdy teacher accompanies a class trip to thailand to recover some diamonds accidentally sent there and restore the schools reputation,0.9044,2015-09-10,Suck Me Shakespeer 2,6.46,1008,2015,6.71385718278564
False,9289,en,The Longest Day,the retelling of june   from the perspectives of the germans us british canadians and the free french marshall erwin rommel touring the defenses being established as part of the reichs atlantic wall notes to his officers that when the allied invasion comes they must be stopped on the beach for the allies as well as the germans it will be the longest day,6.4139,1962-09-25,The Longest Day,7.605,1008,1962,6.8383432366717845
False,97051,en,Would You Rather,desperate to help her ailing brother a young woman agrees to compete in a deadly game of would you rather hosted by a sadistic aristocrat,3.1103,2013-02-08,Would You Rather,5.968,1007,2013,6.660440917811398
False,16337,en,The Texas Chainsaw Massacre 2,a radio host is victimised by the notorious cannibal family while a former texas marshal hunts them,5.0383,1986-08-22,The Texas Chainsaw Massacre 2,5.652,1007,1986,6.626115322367835
False,134366,en,Grave Encounters 2,tortured by the ghosts of the demonized insane asylum that killed the crew of grave encounters film students fight to escape death as their own paranormal investigation goes terribly wrong in this horrifying sequel,3.1333,2012-10-12,Grave Encounters 2,5.565,1007,2012,6.616664921090652
False,1913,es,Mar adentro,ramn sampedro is a ship mechanic and parttime poet left a quadriplegic following a diving accident ramn fought for  years for the legal right to end his own life he develops close relationships with his longterm lawyer julia and his friend rosa who tries to convince him that his life is worth living despite his situation ramn manages to inspire those around him to live life to the fullest,2.4183,2004-09-03,The Sea Inside,7.565,1006,2004,6.8338366544197875
False,3512,en,Under Siege 2: Dark Territory,a passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite he has planned to blow up washington dc and only one man can stop him former navy seal casey ryback,4.3726,1995-07-13,Under Siege 2: Dark Territory,5.854,1006,1995,6.648143297783975
False,432613,fr,Épouse-moi mon pote,yassine asks his best friend fred to marry him in order to avoid deportation,2.8854,2017-10-25,"Marry Me, Dude",6.235,1005,2017,6.689541936523972
False,121824,en,Stand Up Guys,after serving  years in prison for accidentally killing the son of a crime boss newly paroled gangster val reunites with his former partners in crime doc and hirsch for a night on the town as the three men revisit old haunts reflect on their glory days and try to make up for lost time one wrestles with a terrible quandary doc has orders to kill val and time is running out for him to figure out a way out of his dilemma,2.5668,2012-12-14,Stand Up Guys,6.024,1004,2012,6.666731929611194
False,676547,en,Prey for the Devil,in response to a global rise in demonic possessions the catholic church reopens exorcism schools to train priests in the rite of exorcism on this spiritual battlefield an unlikely warrior rises a young nun sister ann thrust onto the spiritual frontline with fellow student father dante sister ann finds herself in a battle for the soul of a young girl and soon realizes the devil has her right where he wants her,5.3387,2022-10-23,Prey for the Devil,6.873,1004,2022,6.758709830640609
False,38234,en,Undisputed III: Redemption,russian inmate boyka now severely hobbled by the knee injury suffered at the end of undisputed  no longer the feared prison fighter he was he has declined so far that he is now good only for cleaning toilets but when a new prison fight tournament begins  an international affair matching the best fighters from prisons around the globe enticing them with the promise of freedom for the winner  boyka must reclaim his dignity and fight for his position in the tournament,7.8394,2010-04-17,Undisputed III: Redemption,7.548,1004,2010,6.831837137112759
False,10199,en,The Tale of Despereaux,once upon a time in the far away kingdom of dor lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight banished from his home for having such lofty ambitions despereaux sets off on an amazing adventure with his goodhearted rat friend roscuro who leads him at long last on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness,3.7884,2008-12-18,The Tale of Despereaux,6.142,1004,2008,6.679515666150029
False,10086,fr,C'est arrivé près de chez vous,the activities of rampaging indiscriminate serial killer ben are recorded by a willingly complicit documentary team who eventually become his accomplices and active participants ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him such as music or the conditions of lowincome housing and even goes so far as to introduce the documentary crew to his family but their reckless indulgences soon get the better of them,2.0845,1992-08-20,Man Bites Dog,7.228,1004,1992,6.797169377007443
False,10141,en,Dirty Rotten Scoundrels,con artist lawrence jamieson is a longtime resident of a luxurious coastal resort where he enjoys the lavish fruits of his deceptions  that is until a competitor freddy benson shows up when the new guys lowbrow tactics impinge on his own sophisticated work and believing him to be the infamous conman the jackal lawrence resolves to get rid of him confident of his own duplicitous talents he challenges freddy to a winnertakesall competition whoever swindles their latest mark american heiress janet colgate out of  first can stay while the other must leave town,4.1033,1988-12-14,Dirty Rotten Scoundrels,7.1,1004,1988,6.783302272965317
